player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary,salary_million,value_index,salary_per_point,pts_per_minute,efficiency_index,efficiency_per_million
austin rivers,SG,30,MIN,52,10,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,2905851.0,2.905851,2.7186528146143765,11404.43873075181,0.2512820383957929,8.1,2.7874794681489172
duncan robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4,16902000.0,16.902,0.5383978227428706,62879.464051787705,0.38787876437098395,8.700000000000001,0.5147319843805467
mitchell robinson,C,24,NYK,59,58,27.0,3.2,4.7,0.671,0.0,0.0,,3.2,4.7,0.671,0.671,1.0,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,17045454.0,17.045454,1.038400033228801,39041.35126193002,0.27407406392318284,19.7,1.1557333703168011
orlando robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.528,0.0,0.2,0.0,1.5,2.7,0.566,0.528,0.7,1.0,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,386055.0,0.386055,22.276618616518373,3365.780267081253,0.27007297298737426,8.9,23.053709963606224
jeremiah robinson-earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1.0,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,2000000.0,2.0,6.0,6839.945257045331,0.35978834075193966,12.5,6.25
isaiah roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1.0,0.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1,2330681.0,2.330681,3.2179435967427548,13534.732790158347,0.3628318262980684,7.3999999999999995,3.175037682119518
david roddy,PF,21,MEM,70,4,18.0,2.6,6.0,0.429,0.9,3.0,0.307,1.6,3.0,0.553,0.506,0.6,0.9,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,2588640.0,2.58864,3.9789232956301386,5519.488261152477,0.372222201543211,10.200000000000001,3.9402929723715934
ryan rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,1017781.0,1.017781,3.340600777573957,44639.51558598616,0.36538454511835666,2.3,2.2598181730647355
derrick rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,14520730.0,14.52073,0.6060301376032747,96036.57343891155,0.4479999641600029,8.499999999999998,0.5853700192758903
terrence ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,11500000.0,11.5,1.0608695652173914,21992.73279404717,0.3933649102670658,12.3,1.0695652173913044
terrence ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0,11500000.0,11.5,0.982608695652174,34226.19037432681,0.3555555397530871,11.2,0.9739130434782608
terrence ross,SG,31,PHO,21,0,18.4,3.4,7.9,0.428,1.6,4.7,0.347,1.8,3.2,0.544,0.53,0.6,0.7,0.857,0.6,2.7,3.3,2.0,0.5,0.1,0.3,2.1,9.0,11500000.0,11.5,1.2434782608695654,60846.560524621374,0.4891304081994344,14.6,1.2695652173913043
terry rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8.0,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,21486316.0,21.486316,1.410199868604744,16163.63197460044,0.597733694115193,29.700000000000003,1.3822751187313826
ricky rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,5853659.0,5.853659,1.8449998539375116,34112.23173594271,0.3023255638182812,10.9,1.8620831859184144
d'angelo russell,PG,26,TOT,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,31377750.0,31.37775,0.860482348160719,24828.097780639262,0.5476922908402373,25.799999999999997,0.8222386882424647
d'angelo russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7.0,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,31377750.0,31.37775,0.866856291480428,32461.98010297747,0.5440729317910963,26.0,0.8286126315621739
d'angelo russell,PG,26,LAL,17,17,30.9,6.3,13.0,0.484,2.7,6.5,0.414,3.6,6.5,0.555,0.588,2.1,2.9,0.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4,31377750.0,31.37775,0.8413605182015919,106077.58584828404,0.5631067778929845,25.2,0.8031168582833377
matt ryan,SF,25,TOT,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0.0,0.2,0.8,3.6,806097.0,0.806097,6.078672914053769,6585.759750116342,0.39560435213138995,4.8,5.954618364787365
matt ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,806097.0,0.806097,6.698945660385784,17224.294503754394,0.3611110776749002,5.3,6.574891111119381
matt ryan,SF,25,MIN,22,0,8.2,1.1,2.7,0.424,0.9,2.2,0.388,0.3,0.5,0.6,0.585,0.3,0.3,0.857,0.1,0.5,0.5,0.5,0.1,0.0,0.2,0.6,3.4,806097.0,0.806097,5.458400167721751,10776.697716889068,0.41463409577632987,4.3,5.334345618455347
domantas sabonis,C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,21100000.0,21.1,1.8341232227488151,13983.69672345172,0.5520231054328583,37.1,1.7582938388625593
olivier sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,257371.0,0.257371,30.306444782046153,7149.194245855716,0.3149606051212122,8.1,31.472077273663306
jordan schakel,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,96514.0,0.096514,20.722382245062892,32171.322609559127,0.4999998333333889,2.5,25.902977806328614
admiral schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2.0,0.324,0.8,1.3,0.646,0.549,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,877940.0,0.87794,7.631501013736702,5649.549513194662,0.34426226686374867,6.6,7.517598013531676
jay scrubb,SG,22,ORL,2,0,15.0,2.5,3.5,0.714,1.0,1.0,1.0,1.5,2.5,0.6,0.857,0.5,1.0,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,49719.0,0.049719,201.13035258150808,3824.538167343218,0.4333333044444464,9.5,191.07383495243266
dereon seabron,SG,22,NOP,5,0,2.4,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.4,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,511816.0,0.511816,1.9538271566344152,127953.968011508,0.3333331944445023,1.0,1.9538271566344152
collin sexton,PG,24,UTA,48,15,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,16700000.0,16.7,1.1616766467065869,24329.83679439126,0.5983263347980613,18.3,1.095808383233533
landry shamet,SG,25,PHO,40,9,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,0.502,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,9500000.0,9.5,1.3368421052631578,27298.85049626767,0.4306930479854926,12.599999999999998,1.326315789473684
day'ron sharpe,C,21,BRK,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,2109480.0,2.10948,4.598289625879364,9350.531873446223,0.4086956166351638,9.8,4.645694673568842
shaedon sharpe,SG,19,POR,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,6012960.0,6.01296,2.3449349405284585,7592.121202535201,0.4459459258582916,13.9,2.3116734520103246
pascal siakam,PF,28,TOR,71,71,37.4,8.9,18.5,0.48,1.3,4.0,0.324,7.6,14.5,0.523,0.515,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,35448672.0,35.448672,1.0663304961043392,20631.283889750153,0.6470588062283742,36.8,1.0381206946200974
chris silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,211045.0,0.211045,9.476651898884123,105522.44723877637,0.6666664444445185,1.0,4.7383259494420615
ben simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,35448672.0,35.448672,0.5444491686458662,122321.15899820166,0.26235740447310246,18.9,0.5331652480521696
kobi simmons,SG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,32795.0,0.032795,85.37886872998932,6558.998688200262,0.17857139668367916,2.9999999999999996,91.47735935355999
marko simonovic,C,23,CHI,7,0,2.9,0.3,1.0,0.286,0.1,0.6,0.25,0.1,0.4,0.333,0.357,0.1,0.3,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,1563518.0,1.563518,0.7674999584270856,248177.4209242189,0.310344720570786,1.2,0.7674999584270856
anfernee simons,SG,23,POR,62,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,22321429.0,22.321429,1.2454399760875527,17062.703701985396,0.6028571256326536,26.6,1.1916799771197446
jericho sims,C,24,NYK,52,16,15.6,1.6,2.1,0.776,0.0,0.0,0.0,1.6,2.0,0.783,0.776,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,1639842.0,1.639842,5.24440769293627,9275.12438192803,0.21794870397764718,8.9,5.427352147341025
marcus smart,PG,28,BOS,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,0.511,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,17207142.0,17.207142,1.2146119326498264,24529.069102595768,0.35825544055279,20.499999999999996,1.1913657712593988
dru smith,SG,25,TOT,15,1,10.5,1.2,3.0,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,374357.0,0.374357,16.02748178877382,8605.90784814005,0.27619044988662383,6.8,18.164479360610326
dru smith,SG,25,MIA,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,374357.0,0.374357,13.356234823978182,34032.45145159533,0.1641790922254409,6.199999999999999,16.56173118173294
dru smith,SG,25,BRK,10,0,9.1,1.3,3.1,0.419,0.4,1.3,0.308,0.9,1.8,0.5,0.484,0.3,0.3,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,374357.0,0.374357,17.363105271171637,11344.15117138936,0.3626373227871074,6.999999999999999,18.69872875356945
jalen smith,C,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,4670160.0,4.67016,3.4688319029754866,7306.257810847531,0.4999999734042567,16.299999999999997,3.490244445586446
xavier sneed,SF,25,CHO,4,0,12.0,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1.0,0.5,0.65,1.0,1.0,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3,102910.0,0.10291,67.04887766009134,5983.139187026792,0.3583333034722247,6.3999999999999995,62.19026333689631
jeremy sochan,PF,19,SAS,56,53,26.0,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,5063520.0,5.06352,3.712832179985465,8219.999986655845,0.4230769068047343,18.3,3.614086643283724
jaden springer,SG,20,PHI,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,2125200.0,2.1252,1.8821757952192735,51086.5372334967,0.46428563137756584,4.4,2.070393374741201
lamar stevens,SF,25,CLE,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,1782621.0,1.782621,5.104842812914242,5424.896514227339,0.29281766338023957,9.4,5.273134334219108
isaiah stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,3433320.0,3.43332,6.058275954469725,6076.672555616508,0.3992932721097784,20.499999999999996,5.9708969743571805
max strus,SF,26,MIA,80,33,28.4,4.1,9.9,0.41,2.5,7.0,0.35,1.6,2.8,0.559,0.535,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,1815677.0,1.815677,9.252747046969258,1973.561954376563,0.40492956320670553,16.6,9.1425952964101
jalen suggs,SG,21,ORL,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9,6922320.0,6.92232,2.2824717724693455,13192.910209275946,0.42127657781801797,15.8,2.2824717724693455
edmond sumner,SG,27,BRK,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2.0,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,1968175.0,1.968175,5.0300405197708535,5230.334825324649,0.5107913301588971,9.799999999999999,4.979232029672158
cole swider,SF,23,LAL,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0.0,0.1,0.0,0.5,0.0,0.0,,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3,508891.0,0.508891,5.69866631557642,55922.08176680421,0.22033894570526344,2.9,5.69866631557642
jae'sean tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,7065217.0,7.065217,2.208000122289237,25045.079670169875,0.41743117351233144,14.999999999999996,2.123077040662728
jayson tatum,SF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,30351780.0,30.35178,1.4331943629006274,13626.551129735768,0.8157181350753894,42.40000000000001,1.3969526663675083
terry taylor,PF,23,TOT,31,2,8.5,1.3,2.4,0.52,0.2,0.6,0.263,1.1,1.8,0.607,0.553,0.2,0.4,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9,1703902.0,1.703902,2.758374601356181,18953.303459918763,0.34117643044983176,4.7,2.758374601356181
terry taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.462,0.2,0.7,0.222,1.0,1.8,0.553,0.492,0.2,0.3,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7,1703902.0,1.703902,2.699685780050731,24272.10791635174,0.30681814695248333,4.6000000000000005,2.699685780050731
terry taylor,PF,23,CHI,5,0,7.2,1.8,2.0,0.9,0.2,0.2,1.0,1.6,1.8,0.889,0.95,0.2,0.8,0.25,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,4.0,1703902.0,1.703902,3.286573993105237,85195.0957402452,0.5555554783950725,5.8,3.4039516357161386
garrett temple,SG,36,NOP,25,0,6.5,0.7,1.8,0.4,0.4,1.0,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,5155500.0,5.1555,0.6206963437106003,103109.99793780004,0.3076922603550369,3.5,0.6788866259334692
dalen terry,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,3191400.0,3.1914,1.1907000062668422,38174.640691690896,0.3928570727040942,4.0,1.2533684276493076
daniel theis,C,30,IND,7,1,15.6,3.0,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0,8694369.0,8.694369,1.311193486266801,177436.09841967147,0.4487179199539795,12.200000000000001,1.4032070642504362
cam thomas,SG,21,BRK,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,2138160.0,2.13816,6.407378306581359,3538.8281967248795,0.6385541784003506,13.1,6.1267631982639275
klay thompson,SF,32,GSW,69,69,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,40600080.0,40.60008,0.6995060108255944,26867.897540289923,0.6636363435261714,27.699999999999996,0.6822646654883437
jt thor,PF,20,CHO,69,8,14.0,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8,1563518.0,1.563518,4.157291441480047,5963.073966578666,0.2714285520408177,6.5,4.157291441480047
matisse thybulle,SF-SG,25,TOT,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,4379526.0,4.379526,1.5526794452185007,15044.747457764524,0.24260353594061915,8.2,1.872348742763486
matisse thybulle,SF,25,PHI,49,6,12.1,1.0,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7,4379526.0,4.379526,1.027508456394596,33102.99294706732,0.22314047742640686,5.5,1.2558436689267285
matisse thybulle,SG,25,POR,22,22,27.7,2.7,6.2,0.438,1.5,3.9,0.388,1.2,2.4,0.519,0.558,0.5,0.7,0.625,0.9,2.6,3.5,1.4,1.7,0.8,0.7,2.2,7.4,4379526.0,4.379526,2.8085231141452294,26901.26519102417,0.2671480047961009,14.100000000000001,3.219526496703068
isaiah todd,PF,21,WAS,6,1,10.2,0.5,3.2,0.158,0.2,1.7,0.1,0.3,1.5,0.222,0.184,0.3,0.3,1.0,0.3,1.7,2.0,0.7,0.2,0.0,0.3,0.7,1.5,1575000.0,1.575,2.666666666666667,174999.98055555773,0.1470588091118815,4.1000000000000005,2.6031746031746037
obi toppin,PF,24,NYK,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,5348280.0,5.34828,2.094131197319512,10787.172225116636,0.4713375495963345,11.1,2.075433597343445
juan toscano-anderson,SF,29,TOT,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,2133278.0,2.133278,3.1407064620738603,13674.858886699623,0.2222222057613181,6.5,3.046954030370163
juan toscano-anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1.0,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7,2133278.0,2.133278,2.5781918718516765,26336.765106953517,0.22131145726955273,5.4,2.531315655999828
juan toscano-anderson,SF,29,UTA,22,2,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4,2133278.0,2.133278,3.7969734839997415,28519.758977008572,0.22368419581025029,7.7,3.609468620592347
karl-anthony towns,PF,27,MIN,29,29,33.0,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,33833400.0,33.8334,0.9960571506263042,56089.85401841867,0.6303030112029391,32.0,0.9458109442148883
myles turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4.0,0.373,5.0,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,35096500.0,35.0965,0.7664581938369923,31448.47667432932,0.612244877134528,28.1,0.8006496374282337
stanley umude,SG,23,DET,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,58493.0,0.058493,34.19212555348503,29246.48537675731,0.99999950000025,4.0,68.38425110697005
jarred vanderbilt,PF,23,TOT,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,4374000.0,4.374,4.069501600365799,7098.344681761855,0.327800816273825,18.000000000000004,4.1152263374485605
jarred vanderbilt,PF,23,UTA,52,41,24.1,3.3,6.0,0.556,0.4,1.1,0.333,3.0,4.9,0.606,0.587,1.3,2.0,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3,4374000.0,4.374,4.320987654320988,10134.383665119592,0.34439832595857567,18.900000000000002,4.320987654320988
jarred vanderbilt,PF,23,LAL,26,24,24.0,2.8,5.4,0.529,0.4,1.3,0.303,2.5,4.1,0.598,0.564,1.1,1.4,0.784,1.9,4.8,6.7,1.6,1.2,0.2,1.1,2.2,7.2,4374000.0,4.374,3.543667123914038,23365.384490569526,0.2999999875000005,15.799999999999999,3.61225422953818
fred vanvleet,PG,28,TOR,69,69,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,21250000.0,21.25,1.44,15957.047371061763,0.5258855442537999,31.0,1.4588235294117646
devin vassell,SG,22,SAS,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,4437000.0,4.437,5.859815190443993,6311.522039386171,0.5967741742976073,26.0,5.859815190443993
gabe vincent,PG,26,MIA,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,1815677.0,1.815677,7.710622539141048,2840.545990549834,0.3629343489214537,13.6,7.490319038022732
noah vonleh,C,27,BOS,23,1,7.4,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,1160955.0,1.160955,3.0147594006658314,45887.54759337756,0.14864862856099614,3.4,2.9286234177896646
dean wade,PF,26,CLE,44,13,20.3,1.7,4.0,0.412,1.0,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,1930681.0,1.930681,4.609772406731096,9335.98157961324,0.2315270821907841,9.6,4.972338775799834
franz wagner,SF,21,ORL,80,80,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,5258280.0,5.25828,4.982617890260694,3533.790320205786,0.5705521297376648,25.3,4.811459260442578
moritz wagner,C,25,ORL,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,1878720.0,1.87872,8.782575370464997,3139.0476138027607,0.5384615108481277,16.1,8.56966445239312
jabari walker,SF,20,POR,56,0,11.1,1.5,3.5,0.419,0.3,1.0,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,1017781.0,1.017781,6.681201555147913,4660.169392581642,0.3513513196980793,6.699999999999999,6.582948591101621
kemba walker,PG,32,DAL,9,1,16.0,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,37281261.0,37.281261,0.3191952117714044,517795.28447506553,0.4999999687500019,11.899999999999999,0.31919521177140436
john wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,47345760.0,47.34576,0.4076394591617074,122151.08327618398,0.5135134903822752,18.1,0.3822940005609795
